TITULO_ORIGINAL;PUBLICO
HAIKYU!! THE DUMPSTER BATTLE;115481
HEBE - A ESTRELA DO BRASIL;115142
TOGETHER;115093
READY OR NOT 2: HERE I COME;114709
THE EXORCISM;114679
THE CALL;114018
THE ROOM NEXT DOOR;113556
PHANTOM THREAD;113044
MALASARTES E O DUELO COM A MORTE;112532
LAST SEEN ALIVE;112233
HAUNTED MANSION;112215
A SOGRA PERFEITA 2;111651
PEARL;111542
MINHA FAMA DE MAU;110005
BEFORE I WAKE;109410
BUGIGANGUE NO ESPAÇO;108948
THE WIZARD OF THE EMERALD CITY;108889
THE NUT JOB 2: NUTTY BY NATURE;107396
MERCY;107323
CUANDO ACECHA LA MALDAD;107002
BLINK TWICE;106418
BACK TO BLACK;106417
BODIES BODIES BODIES;106377
THE DISAPPOINTMENTS ROOM;106347
SPENCER;106145
VICTORIA AND ABDUL;106082
HEILSTATTEN;105932
DOWNTOWN ABBEY;105895
THE SNOW QUEEN: MIRRORLANDS;105757
JUST MERCY;105323
TIM BURTON'S CORPSE BRIDE;104143
LADY BIRD;104106
BORDERLANDS;103661
THE THREE MUSKETEERS: D’ARTAGNAN;103643
DRAGONKEEPER;103586
THE FALL;103319
SNOWDEN;103239
ONE LIFE;103139
AGENTES MUITO ESPECIAIS;102867
AS AVENTURAS DE POLIANA - O FILME;102865
CANDYMAN;102819
A CURE FOR WELLNESS;102396
ROCK DOG;102131
BLUE WHALE;101599
NOVOCAINE;101417
PARIS CAN WAIT;100785
MAYA THE BEE MOVIE 2 - THE HONEY GAMES;100583
FATHER FIGURES;100370
SPIRIT UNTAMED;100356
ANNA;100024
MIKE AND DAVE NEED WEDDING DATES;99633
SILVIO;99044
THE BEGUILED;98717
THE EMPTY MAN;98625
EVERYBODY KNOWS;97910
MALÊS;97710
ARTHUR THE KING;97316
CONSECRATION;97009
(DES)CONTROLE;95136
EXTREMELY WICKED, SHOCKINGLY, EVIL AND VILE;94785
28 YEARS LATER: THE BONE TEMPLE;93749
JOÃO, O MAESTRO;93516
CAPTAIN FANTASTIC;93406
THE RITUAL;93127
PRESENCE;92870
MAY DECEMBER;92641
ENTEBBE;92472
OS SALTIMBANCOS TRAPALHÕES - RUMO A HOLLYWOOD;92178
PERDIDA;92116
CATS IN THE MUSEUM;91964
MULHERES ALTERADAS;91662
MARTE UM;91549
COUP DE CHANCE;91502
UGLYDOLLS;91398
ANTLERS;90896
IN THE LOST LANDS;90652
BABYLON;90589
MMA - MEU MELHOR AMIGO;90410
MAYBE I DO;90383
THE HALLOW;89814
AFTER EVERYTHING;89612
THE WIDOW;89257
LATE NIGHT WITH THE DEVIL;89201
STRAYS;88791
THE AMAZING MAURICE;88764
THE HUSTLE;88378
TRAIN TO BUSAN PRESENTS: PENINSULA;88254
DEMON SLAYER: MUGEN TRAIN;88242
MISSING;87860
THE SMASHING MACHINE;87595
NOCTURNAL ANIMALS;87495
THE STRANGERS - CHAPTER 2;87460
MAURICIO DE SOUSA, O FILME;87324
BOSS LEVEL;87265
BAD MOMS;86955
MR. & MRS. ADELMAN;86699
GOD'S NOT DEAD: WE THE PEOPLE;86636
PEPPERMINT;86368
DRACULA: A LOVE TALE;86079
THE ICE ROAD;85684
CINDERELLA AND THE SECRET PRINCE;85600
O RASTRO;85448
AMOR.COM;85150
MANCHESTER BY THE SEA;85033
DROP;84996
BRIDGET JONES: MAD ABOUT THE BOY;84778
PRISCILLA;84300
UMA PITADA DE SORTE;83921
THE FOREIGNER;83884
CHORAR DE RIR;83685
RAYA AND THE LAST DRAGON;83464
THE LAST VOYAGE OF THE DEMETER;83445
HERETIC;83213
LIFE ITSELF;82989
JACKIE;82016
GOSTOSAS, LINDAS E SEXIES;81265
WOMAN OF THE HOUR;81240
THE BANISHING;80760
NIGHTMARE ALLEY;80210
MY FAIRY TROUBLEMAKER;80182
THE CONJURING 2;79560
SPY X FAMILY CODE: WHITE;79498
LUIS AND THE ALIENS;79212
BRIGHTBURN;79007
BLACKLIGHT;78768
D.P.A. - O FANTÁSTICO REINO DE ONDION;78755
MARY QUEEN OF SCOTS;78723
THE SLOTH LANE;78427
THE SNOW QUEEN AND THE PRINCESS;78206
MEMORY;77892
LUCCAS E GI EM: DINOSSAUROS;77530
DIARY OF A WIMPY KID: THE LONG HAUL;77504
SUGA - AGUST D TOUR ‘D-DAY’ THE MOVIE;77464
SADAKO DX;77313
THE TWIN;76816
THE BOOGEYMAN;76780
HOTEL MUMBAI;76660
MOLLY'S GAME;75503
THE ASSENT;75428
RICHARD JEWELL;75249
I STILL BELIEVE;75196
TAMO JUNTO;74983
THE HOLDOVERS;74737
THEY WILL KILL YOU;74616
OS SUBURBANOS - O FILME;74545
AFTERBURN;74508
BUGONIA;74418
PETS ON A TRAIN;74302
THE LORD OF THE RINGS : THE RETURN OF THE KING;74266
UM TIO QUASE PERFEITO 2;73358
AMELIA´S CHILDREN;73356
DOIS É DEMAIS EM ORLANDO;73119
I, DANIEL BLAKE;72887
THE BANSHEES OF INISHERIN;72826
FOLLOW ME;71898
NIEVE NEGRA;71618
PINOCCHIO: A TRUE STORY;70965
EL AMOR MENOS PENSADO;70960
BEM-VINDA A QUIXERAMOBIM;70633
LA NOCHE DE 12 AÑOS;70627
ABSOLUTION;70535
CORAZON DE PADRE;70520
THE LIGHTHOUSE;70150
FENCES;69835
ELIS & TOM, SÓ TINHA DE SER COM VOCÊ;69719
ROBERTO CARLOS EM JERUSALÉM;69641
DISOBEDIENCE;69574
THE 355;69050
BILLIE EILISH - HIT ME HARD AND SOFT: THE TOUR LIVE IN 3D;68960
DANGEROUS ANIMALS;68841
LOVING PABLO;68828
THE MEDIUM;68669
RICHARD THE STORK;68606
AFTERSUN;68508
SILENCE;68234
FLIGHT RISK;68230
FREAKY;68174
LORD OF THE RINGS: THE FELLOWSHIP OF THE RING;67985
CATS;67939
BACK TO THE FUTURE;67611
JEEPERS CREEPERS: REBORN;67243
THE PROFESSOR AND THE MADMAN;66546
INDEPENDENCE DAY RESURGENCE;66501
A SOGRA PERFEITA;66330
RED SHOES AND THE SEVEN DWARF;66166
WIDOW CLICQUOT;65915
GRACIE AND PEDRO: PETS TO THE RESCUE;65600
MIDSOMMAR;65586
CRAFT, THE;65447
IT WAS JUST AN ACCIDENT;65327
UMA MULHER SEM FILTRO;65030
THE INFILTRATOR;64538
BURN THE STAGE: THE MOVIE;64198
FINNICK;64040
UMA FADA VEIO ME VISITAR;63663
GOLDA;63508
SIMONAL;63503
THE FOUNDER;63370
SOUND OF HOPE: THE STORY OF POSSUM TROT;62804
PATRIOTS DAY;62412
THE LORD OF THE RINGS: THE TWO TOWERS;61765
ZICO - O SAMURAI DE QUINTINO;61550
MY PENGUIN FRIEND;61455
KIDNAP;61329
THE HAUNTING OF THE QUEEN MARY;61284
HERE;61154
O CORINGA DO CINEMA;61000
FÁTIMA;60941
GUARDIANS;60337
BED REST;59934
BLOOD FATHER;59917
TÁR;59687
ANA E VITÓRIA;59557
MULEQUE TÉ DOIDO 2 - A LENDA DE DOM SEBASTIÃO;58991
CHAOS WALKING;58902
WHITE BIRD;58397
MARIA;58284
O AMOR DÁ TRABALHO;58211
THE LAST DUEL;58197
DEN OF THIEVES;58168
COCAINE BEAR;58144
HOMEM ARANHA;57595
MARRY ME;57551
COBWEB;57051
THE HITMAN’S WIFE’S BODYGUARD;57005
ENTRE IRMÃS;56882
THE STRANGERS: PREY AT NIGHT;56461
KNOX GOES AWAY;56410
DEMAIN TOUT COMMENCE;56114
AT ETERNITY'S GATE;55671
FLY ME TO THE MOON;55659
KANDAHAR;55486
KING RICHARD;55381
NOBODY 2;55067
LICORICE PIZZA;55025
SHELBY OAKS;54954
MANBIKI KAZOKU;54848
10 LIVES;54776
MEGALOPOLIS;54704
KPOP DEMON HUNTERS;54660
WAR DOGS;54636
THE DEVIL CONSPIRACY;54411
MOTHER´S INSTINCT;54181
O PROCESSO;54167
THE WAR WITH GRANDPA;53897
STITCH HEAD;53565
NOW YOU SEE ME: THE SECOND ACT;53524
KÓBLIC;53449
HIGH SCHOOL MUSICAL 3: SENIOR YEAR;53342
TÁ ESCRITO;53254
DER TRAFIKANT;53042
UNFORGETTABLE;52636
BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS;52612
FANTASTICA;52545
47 METERS DOWN;52325
MOTEL DESTINO;52300
LORD OF THE RINGS: THE WAR OF THE ROHIRRIM;52273
DEVOTION;52178
A REAL PAIN;52137
KEEPER;51993
MARY;51990
ARGONUTS;51806
KINDS OF KINDNESS;51778
PAPILLON;51684
CHEF JACK, O COZINHEIRO AVENTUREIRO;51373
I, TONYA;51297
DEIXE-ME VIVER;51036
PAPAI É POP;50891
MAX STEEL;50825
RETRATOS FANTASMAS;50794
OS DEZ MANDAMENTOS;50787
JUNG KOOK: I AM STILL;50759
VOVÓ NINJA;50610
FINAL SCORE;50468
GOOD BOY;50331
X;50330
SICARIO 2: SOLDADO;50289
O GRANDE CIRCO MISTICO;50224
NORMAN: THE MODERATE RISE AND TRAGIC FALL OF A NEW YORK FIXER;50108
THE SHEEP DETECTIVES;50030
10 SEGUNDOS PARA VENCER;50009
BELFAST;49999
JOY RIDE;49991
KAIBUTSU;49639
BODYCAM;49520
NEVER LET GO;49497
THE WORST PERSON IN THE WORLD;49275
CAPHARNAÜM;49071
UN BEAU SOLEIL INTÉRIEUR;48985
TRIANGLE OF SADNESS;48961
ATTACK ON TITAN THE MOVIE: THE LAST ATTACK;48835
THE LIGHT BETWEEN OCEANS;48729
KILL BILL: THE WHOLE BLOODY AFFAIR;48117
DONA FLOR E SEUS DOIS MARIDOS;48082
COLD WAR;47920
ALARUM;47893
HOME AGAIN;47796
ELLE;47773
DIVINAS DIVAS;47658
BANDIDA;47642
ENALDINHO E O MISTÉRIO DA LAGOA.;47568
TEA PETS;47531
BIRTH OF THE DRAGON;47368
ASTEROID CITY;47171
RM: RIGHT PEOPLE, WRONG PLACE;47058
A COMÉDIA DIVINA;46680
CLOSE;46364
O PORTEIRO;46275
SLEEPING DOGS;46230
O NOME DA MORTE;46133
EXTRAÑA FORMA DE VIDA;46110
THE WHOLE TRUTH;46078
THE FOREVER PURGE;45944
SUZUME;45911
GRETA;45636
LAST NIGHT IN SOHO;45534
THE SNOWMAN;45272
BTS - BRING THE SOUL: THE MOVIE;45225
DEN SKYLDIGE;44573
REAL - O PLANO POR TRÁS DA HISTÓRIA;44494
LEAVE;44321
SKIPTRACE;44267
THE SPACE BETWEEN US;44217
ROOFMAN;44106
BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING;43370
A MENINA ÍNDIGO;43359
GOOD LUCK TO YOU, LEO GRANDE;43131
DECISION TO LEAVE;42643
WHY HIM?;42640
EL CIUDADANO ILUSTRE;42621
ON THE BASIS OF SEX;42540
T2 TRAINSPOTTING;42525
ROOM 203;42514
THE LIFE OF CHUCK;42120
EU E MEU AVÔ NIHONJIN;42078
RENFIELD;41971
WINNIE-THE-POOH: BLOOD AND HONEY 2;41927
SUPERTURNÊ - A PRIMEIRA E A ÚLTIMA NOITE;41915
BLACK BAG;41413
UN PROFIL POUR DEUX;41344
SAINT MICHAEL - MEET THE ANGEL;41240
NERUDA;41084
STING;40928
THE GOOD LIAR;40895
THE DESPERATE HOUR;40834
PARIS PIEDS NUS;40698
ALEMÃO 2;40525
JORGE DA CAPADÓCIA;40516
THE PROTEGE;40471
MADAME;40382
RETRIBUTION;40356
THE SQUARE;40174
DRAGON BALL DAIMA;40064
CRAZY RICH ASIANS;39982
O PACIENTE, O CASO TANCREDO NEVES;39945
UN SAC DE BILLES;39923
A QUIET PASSION;39883
UMA FAMÍLIA FELIZ;39702
GRANDE SERTÃO;39687
LA VILLA;39511
LIVE BY NIGHT;39442
MARIA DO CARITÓ;39408
HELL OR HIGH WATER;39343
THE INSULT;39221
BRAD´S STATUS;39197
A MELHOR MÃE DO MUNDO;39179
GABRIEL E A MONTANHA;38929
CODA;38921
GOOD FORTUNE;38874
THE COLOR PURPLE;38781
SHARK BAIT;38716
SIRÂT;38658
THREE THOUSAND YEARS OF LONGING;38584
SEE FOR ME;38535
TALVEZ UMA HISTÓRIA DE AMOR;38460
UN TRADUCTOR;38422
GUADALUPE - MADRE DELA HUMANIDAD;38347
GABY ESTRELLA;38288
WIND RIVER;38209
A BAD MOMS CHRISTMAS;38208
VERMIN;38125
THE NUTCRACKER AND THE MAGIC FLUTE;37992
AMOUREUX DE MA FEMME;37956
IT COMES AT NIGHT;37777
O MELHOR VERÃO DAS NOSSAS VIDAS;37715
THE PHOENICIAN SCHEME;37653
THE BOOKSHOP;37597
COLETTE;37463
PETE’S DRAGON;37414
LEGALIZE JÁ - AMIZADE NUNCA MORRE;37396
DONA LURDES, O FILME;37280
THE WOMAN IN THE YARD;37263
THE PURGE: ELECTION YEAR;37107
SOB PRESSÃO;37103
EL CIELO NO PUEDE ESPER@R;37065
BEAU IS AFRAID;36997
SILENT NIGHT, DEADLY NIGHT;36826
SPUTNIK;36783
A PRÓPRIA CARNE;36758
AFTER THE HUNT;36519
PASSENGER;36383
NAS ONDAS DA FÉ;36194
PRINCESA ADORMECIDA;36134
AFTER THE WEDDING;35998
ME TIRA DA MIRA;35870
BOOK CLUB: THE NEXT CHAPTER;35849
HOW TO MAKE A KILLING;35725
THE 15:17 TO PARIS;35711
THE POT AU FEU;35605
A BEAUTIFUL DAY IN THE NEIGHBORHOOD;35544
BENZINHO;35498
MA;35442
CHACRINHA, O VELHO GUERREIRO;35343
SORRY WE MISSED YOU;35320
DIE UNSICHTBAREN;35189
LOU (2016);35135
THE NICE GUYS;35029
REPLICAS;34972
DARK WATERS;34970
WEST SIDE STORY;34732
WOMEN TALKING;34730
AUTHENTIC GAMES NO IMPÉRIO DESCONECTADO;34716
ALTO KNIGHTS;34716
MIA AND THE WHITE LION;34703
BREATHE;34696
TO CATCH A KILLER (MISANTHROPE);34665
SE7EN;34630
WAKE UP;34383
THE DAY THE EARTH BLEW UP: A LOONEY TUNES MOVIE;34364
TEENAGE MUTANT NINJA TURTLES: OUT OF THE SHADOWS;34286
JULIETA;34244
RED JOAN;34224
THE LOST CITY OF Z;34193
THE CAKEMAKER;34175
THE STRANGERS: CHAPTER 3;34173
IN THE GREY;34030
LA DERNIÈRE FOLIE DE CLAIRE DARLING;33947
UNA MUJER FANTÁSTICA;33932
PORTRAIT DE LA JEUNE FILLE EN FEU;33766
FIRESTARTER;33679
THE YOUNG KARL MARX;33622
D'APRÈS UNE HISTOIRE VRAIE;33612
RIO DE SANGUE;33576
THE SILK ROAD RALLY;33562
HISTORIETAS ASSOMBRADAS - O FILME;33494
GULLIVER RETURNS;33390
NINE LIVES;33372
NOMADLAND;33359
GRAND PRIX OF EUROPE;33163
THE WALL;33104
KEYKE MAHBOOBE MAN;33015
FALLEN LEAVES;32987
A HOLOGRAM FOR THE KING;32838
THE FRENCH DISPATCH;32822
STAR WARS: EPISODE I - THE PHANTOM MENACE;32718
THE MATRIX;32641
TULLY;32618
THE PARTY;32376
ORDINARY ANGELS;32370
MARLOWE;32286
CHURCHILL;32250
THE BIG SHRINK;32049
MARK FELT;31833
SKJELVET;31802
RITAS;31758
LOCKED;31716
CORAÇÃO DE COWBOY;31599
FRANKENSTEIN;31586
STRANGE DARLING;31383
PASSAGRANA;31366
QUEER;31329
ENTRE IDAS E VINDAS;31309
MIDNIGHT SUN;31265
PROJECT GEMINI;31226
MONKEY MAN;31159
LIGHT OF THE WORLD;31028
UM PAI EM APUROS;31009
THE COUNT OF MONTE CRISTO;30853
IRON LUNG;30777
SMALL THINGS LIKE THESE;30766
BTS 2019 'SPEAK YOURSELF' LONDON REMASTERED;30732
DOIDAS E SANTAS;30600
SAMSON;30583
2:22;30531
AXÉ - CANTO DO POVO DE UM LUGAR;30508
THE LEISURE SEEKER;30461
GLORIA BELL;30281
TUDO ACABA EM FESTA;30223
ADVOGADO DE DEUS;30175
12 STRONG;30057
BTS WORLD TOUR LOVE YOURSELF IN SEOUL;29941
PROTECTOR;29885
DIGIMON ADVENTURE 02: THE BEGINNING;29877
MINHA FAMILIA PERFEITA;29856
REMINISCENCE;29843
DOG;29775
BEAUTIFUL DISASTER;29713
MY HERO ACADEMIA: WORLD HEROES' MISSION;29699
EL ÁNGEL;29644
10 HORAS PARA O NATAL;29603
TURMA DO PAGODE PART. AVIÕES DO FORRÓ - PUXA, AGARRA E BEIJA;29538
BONES AND ALL;29410
BEAUTIFUL WEDDING;29137
SUBURBICON;29129
DRIVE MY CAR;29047
BATMAN VS SUPERMAN;28995
LE BRIO;28938
WHERE´D YOU GO, BERNADETTE;28818
MILTON BITUCA NASCIMENTO;28685
ACAMPAMENTO INTERGALÁCTICO;28632
LE GRAND BAIN;28608
WINNIE-THE-POOH: BLOOD AND HONEY;28577
CZYSCIEC;28460
#RUNSEOKJIN_EP.TOUR IN AMSTERDAM: LIVE VIEWING;28340
METAMORPHOSIS;28312
EL GALLO CON MUCHOS HUEVOS;28265
ALGUÉM COMO EU;28247
THE KITCHEN;28243
THE BIKERIDERS;28216
LA NIÑA DE LA COMUNIÓN;28206
BORDER;27916
MORTO NÃO FALA;27896
RIFKIN´S FESTIVAL;27679
BETTER MAN;27677
J-HOPE TOUR 'HOPE ON THE STAGE' THE MOVIE;27522
ERA O HOTEL CAMBRIDGE;27399
ESTÔMAGO 2 - O PODEROSO CHEF;27382
OOOPS! THE ADVENTURE CONTINUES;27318
MAIS FORTE QUE O MUNDO - A HISTÓRIA DE JOSÉ ALDO;27267
IT MUST BE HEAVEN;27247
AUMENTA QUE É ROCK'N'ROLL;27196
45 DO SEGUNDO TEMPO;27162
THE PORTABLE DOOR;27015
AOS TEUS OLHOS;26958
PATERSON;26788
TODAS AS CANÇÕES DE AMOR;26753
O ROUBO DA TAÇA;26663
DIVINO AMOR;26663
YOU WERE NEVER REALLY HERE;26660
THE BLACK DEMON;26525
RED NOTICE;26485
WICKED LITTLE LETTERS;26448
THOSE WHO WISH ME DEAD;26351
THE LAST SUPPER;26335
TILL DEATH;26176
UNPLANNED;26154
J-HOPE TOUR 'HOPE ON THE STAGE' IN JAPAN: LIVE VIEWING;26147
SILENT NIGHT;26127
SOCORRO, VIREI UMA GAROTA!;26121
THE UNBEARABLE WEIGHT OF MASSIVE TALENT;26098
COME AWAY;25960
CONCRETE UTOPIA;25825
YAGA. KOSHMAR TYOMNOGO LESA;25810
CAINDO NA REAL;25728
ROCK DOG 3: BATTLE THE BEAT;25718
LADY MACBETH;25716
THE SALESMAN;25688
FERRUGEM;25602
BABY;25567
IN THE FADE;25494
DIE MY LOVE;25415
GEUGJANGPAN SYUPEO WINGSEU: MAEGSIMEOM SEUPIDEU;25388
NOSSO LAR;25249
BEN IS BACK;25206
NEZHA: MO TONG NAO HAI;25155
DORA MAGIC MERMAID ADVENTURES;25145
TAG;25114
YOU ARE THE APPLE OF MY EYE;25107
I BELIEVE;25097
LE DERNIER SOUFFLE;25079
ONCE UPON A DEADPOOL;25069
DUMB MONEY;25046
THE APPRENTICE;24965
ISLE OF DOGS;24764
THE GLASS CASTLE;24737
HOW TO BE A LATIN LOVER;24685
GATO GALACTICO E O FEITIÇO DO TEMPO;24581
THE TWILIGHT SAGA: BREAKING DAWN PART 1;24363
SING SING;24339
THE HOUSE THAT JACK BUILT;24319
MAYA THE BEE 3: THE GOLDEN ORB;24297
AMARRAÇÃO DO AMOR;24272
YAO;24260
THE SHINING;24176
THE INSEPARABLES;24137
I AM NOT YOUR NEGRO;24058
EL CUENTO DE LAS COMADREJAS;24014
MOONAGE DAYDREAM;23918
MULHOLLAND DR.;23847
MULEQUE TÉ DOIDO! - MAIS DOIDO AINDA;23748
HELP, I SHRUNK MY TEACHER;23705
CORAZON ARDIENTE;23691
SERENITY;23480
THE FLORIDA PROJECT;23456
DOWNTON ABBEY: A NEW ERA;23406
LES MISÉRABLES;23317
DEN STYGGE STESØSTEREN;23289
LOVE LIES BLEEDING;23238
PORTA DOS FUNDOS - CONTRATO VITALÍCIO;23209
CATS AND DOGS 3: PAWS UNITE!;23159
ETERNITY;23103
O FILHO ETERNO;23095
A JAULA;23083
CAPTIVE STATE;23028
AMANT DOUBLE;23018
ALICE THROUGH THE LOOKING GLASS;22938
MULEQUE TÉ DOIDO 4 - MORREU MARIA PREÁ!;22823
FROM THE LAND OF THE MOON;22703
DOWNTON ABBEY: THE GRAND FINALE;22574
PINK FLOYD AT POMPEII – MCMLXXII;22561
EL ULTIMO LLAMADO DE MARÍA;22501
MADRES PARALELAS;22462
DARK CRIMES;22457
DEUX MOI;22437
HOTEL ARTEMIS;22423
PEPPA'S CINEMA PARTY;22386
SOLO LEVELING – REAWAKENING;22369
DOUBLES VIES;22320
LUIZ GONZAGA - LEGUA TIRANA;22246
PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU;22204
GHOSTBUSTERS 2;21971
FATHER MOTHER SISTER BROTHER;21956
WARFARE;21879
MY HERO ACADEMIA: YOU'RE NEXT;21820
NADA SERÁ COMO ANTES - A MÚSICA DO CLUBE DA ESQUINA;21781
SNEAKS;21715
AH-GA-SSI;21638
THE GENTLEMEN;21583
THE FATHER;21551
PROMISING YOUNG WOMAN;21551
MEU SANGUE FERVE POR VOCÊ;21494
PERFEKTA, UMA AVENTURA DA ESCOLA DE GÊNIOS;21493
PEIXONAUTA: O FILME;21444
THE THREE MUSKETEERS: MILADY;21309
NO OTHER CHOICE;21237
ALL OF US STRANGERS;21191
THE RETURN;21013
L'AVENIR;21009
THE PROMISE;20969
DREAM SCENARIO;20893
GENIUS;20892
IL SOL DELL'AVVENIRE;20791
SPLITSVILLE;20757
ADAM;20671
TOP GUN;20628
ANGELA;20576
THE CURRENT WAR;20511
THE TIGER'S NEST;20503
THE CONJURING;20454
LE TRÉSOR DU PETIT NICOLAS;20393
BILL & TED FACE THE MUSIC;20390
O GÊNIO DO CRIME;20369
BTS 2017 THE WINGS TOUR THE FINAL;20275
MARIE FRANCINE;20223
MISSING LINK;20217
SEPTEMBER 5;20175
INEXPLICÁVEL;20131
FINDING YOUR FEET;20096
PARAÍSO PERDIDO;20050
24 HOURS TO LIVE;20018
CAPTAIN AMERICA: CIVIL WAR;19931
LOVE AND FRIENDSHIP;19861
E.T. THE EXTRA-TERRESTRIAL;19843
BLINDED BY THE LIGHT;19827
SEXO E DESTINO;19809
MORANDO COM O CRUSH;19711
THE SECRET: DARE TO DREAM;19617
DEAD OF WINTER;19614
TESTRÖL ÉS LÉLEKRÖL;19614
SONG SUNG BLUE;19610
MONSTER FAMILY 2;19603
DRONNINGEN;19545
PERFEITOS DESCONHECIDOS;19490
MY BLIND DATE WITH LIFE;19483
HOKUM;19457
THE UPSIDE;19446
SOLTEIRA QUASE SURTANDO;19428
NÃO TEM VOLTA;19371
SIR;19331
SPRINGSTEEN: DELIVER ME FROM NOWHERE;19286
THE DINNER;19240
MAFIA MAMMA;19191
TWO POPES;18973
THE TWILIGHT SAGA: ECLIPSE;18930
PARIS, TEXAS;18843
ONE OF THEM DAYS;18802
SAUDOSA MALOCA;18782
CEZANE ET MOI;18771
NO INTENSO AGORA;18674
SUBMERGENCE;18645
SONG TO SONG;18587
A PAIXÃO SEGUNDO G.H;18556
BTS 2021 MUSTER SOWOOZOO REMASTERED;18498
HIM;18464
AS HERDEIRAS;18439
THE SON;18413
UM LOBO ENTRE OS CISNES;18363
MÉDECIN DE CAMPAGNE;18260
MON CRIME;18259
EIKE, TUDO OU NADA;18170
BROS;18091
L'HOMME FIDÈLE;17968
AN CAILÍN CIÚIN;17899
LES GRAND ESPRITS;17883
A FAMILY MAN;17768
LA CORRISPONDENZA;17758
LUNANA, A YAK IN THECLASSROOM;17753
HAMILTON;17673
BATTLE OF THE SEXES;17662
MEN;17643
RENTAL FAMILY;17582
UM DIA CINCO ESTRELAS;17494
L'ÉCHANGE DES PRINCESSES;17487
PLEASE STAND BY;17475
OPIEKUN;17447
THE MAN WHO KNEW INFINITY;17418
DYLDA;17382
LA GRAZIA;17248
BTS 2016 HYYH ON STAGE : EPILOGUE REMASTERED;17215
6 BELOW: MIRACLE ON THE MOUNTAIN;17192
BEAUTIFUL BOY;17180
TAINÁ E OS GUARDIÕES DA AMAZÔNIA - EM BUSCA DA FLECHA AZUL;17180
DENIAL;17176
CINCO TIPOS DE MEDO;17105
KEDI;17060
THE WIZARD OF THE KREMLIN;17025
APAIXONADA;17007
BOY KILLS WORLD;16993
JAWS;16990
THE MARSH KING'S DAUGHTER;16918
AL FINAL DEL TUNEL;16876
OLDBOY;16845
MANAS;16844
MAVKA: THE FOREST SONG;16782
THE ROUNDUP;16762
THE CHILDREN ACT;16732
MEU AMIGÃOZÃO - O FILME;16610
MI OBRA MAESTRA;16605
TONI ERDMANN;16560
DON'T WORRY, HE WON'T GET FAR ON FOOT;16558
LORD OF MISRULES;16490
FRANTZ;16488
L'HEURE DE LA SORTIE;16476
THE LITTLE THINGS;16474
FLORENCE FOSTER JENKINS;16465
C'EST LA VIE;16448
MARIA BY CALLAS;16396
MARIA - NINGUÉM SABE QUEM SOU EU;16392
EMILY;16306
THE TWILIGHT SAGA: BREAKING DAWN PART 2;16282
BAD SAMARITAN;16212
LE REDOUBTABLE;16195
LOGAN LUCKY;16167
CÂNCER COM ASCENDENTE EM VIRGEM;16069
THE DIVE;16065
BETWEEN TWO WORLDS;16013
DESTROYER;15992
ANTES QUE EU ME ESQUEÇA;15978
JOAQUIM;15972
MALLANDRO, O ERRADO QUE DEU CERTO;15876
LAST FLAG FLYING;15811
DE REPENTE, MISS!;15759
CORPO ELÉTRICO;15740
SMETTO QUANDO VOGLIO;15717
TITO E OS PÁSSAROS;15699
EPIC: ELVIS PRESLEY IN CONCERT;15691
THE ELFKINS - BAKING A DIFFERENCE;15656
DESLEMBRO;15595
BERNADETTE;15554
WHO YOU THINK I AM;15542
KIKI,EL AMOR SE HACE;15530
MONONOKE HIME;15525
NAPSZÁLLTA;15474
VISAGES VILLAGES;15453
ULTIMOS DIAS EN LA HABANA;15448
MEILLEUR RESTE À VENIR, LE;15442
TRAIÇÃO ENTRE AMIGAS;15313
IF BEALE STREET COULD TALK;15307
IF I HAD LEGS I'D KICK YOU;15300
THE MOMENT;15237
THE NOTEBOOK;15048
THE CURSED: DEAD MAN'S PREY;14975
PRIDE & PREJUDICE;14966
MY SPY;14956
CI´ANCORA DOMANI;14869
#RUNSEOKJIN_EP.TOUR THE MOVIE;14851
3 OBÁS DE XANGÔ;14833
HURRY UP TOMORROW;14832
ZUZUBALANDIA O FILME;14774
LA VITTA IN COMUNE;14725
MÃE FORA DA CAIXA;14711
MRS. HARRIS GOES TO PARIS;14671
X-MEN: APOCALYPSE;14641
INHEBEK HEDI;14605
THE SUN IS ALSO A STAR;14591
CENTRAL - O FILME;14584
LUCICREIDE VAI PRA MARTE;14503
LOOK AWAY;14465
MANIFESTO;14398
VIRGÍNIA E ADELAIDE;14393
CHERNOBYL: ABYSS;14379
FEVEREIROS;14375
QUAND VIENT L’AUTOMNE;14316
UNDERWORLD;14291
IRMÃO DO JOREL: EDIÇÃO ESPECIAL ALUCINANTE;14224
WHAT THEY HAD;14197
THE GREAT ESCAPER;14165
A MONSTER CALLS;14159
DOIS MAIS DOIS;14150
TEU MUNDO NÃO CABE NOS MEUS OLHOS;14120
QUATRO AMIGAS NUMA FRIA;14090
PRIDE AND PREJUDICE;14079
DRÔLES D'OISEAUX;14020
RAMEN TEH;14009
INDIGNATION;13971
TARSILINHA;13946
VIDENTE POR ACIDENTE;13945
JUSQU'À LA GARDE;13910
BTS WORLD TOUR ‘ARIRANG’ IN GOYANG: LIVE VIEWING;13909
SEQUESTRO RELÂMPAGO;13899
FATHER STU;13894
